,Date,High,Low,Open,Close,Volume,Adj Close,symbol
0,2000-12-12,390.9590148925781,381.760009765625,386.3599853515625,386.3599853515625,1586579.0,253.626708984375,UNTR
1,2000-12-13,386.3599853515625,377.1610107421875,386.3599853515625,381.760009765625,2408404.0,250.6069793701172,UNTR
2,2000-12-14,395.5589904785156,386.3599853515625,386.3599853515625,390.9590148925781,15282573.0,256.64572143554693,UNTR
3,2000-12-15,400.1579895019531,386.3599853515625,390.9590148925781,395.5589904785156,9191177.0,259.6654052734375,UNTR
4,2000-12-18,404.7579956054688,395.5589904785156,395.5589904785156,404.7579956054688,10430980.0,265.7041015625,UNTR
5,2000-12-19,404.7579956054688,390.9590148925781,404.7579956054688,395.5589904785156,2708435.0,259.6654052734375,UNTR
6,2000-12-20,400.1579895019531,390.9590148925781,395.5589904785156,395.5589904785156,1135445.0,259.6654052734375,UNTR
7,2000-12-21,395.5589904785156,390.9590148925781,390.9590148925781,395.5589904785156,1045218.0,259.6654052734375,UNTR
8,2000-12-22,390.9590148925781,386.3599853515625,386.3599853515625,390.9590148925781,1668109.0,256.64572143554693,UNTR
9,2001-01-02,386.3599853515625,381.760009765625,386.3599853515625,386.3599853515625,899007.0,253.626708984375,UNTR
10,2001-01-03,381.760009765625,372.5610046386719,381.760009765625,377.1610107421875,1494178.0,247.58795166015625,UNTR
11,2001-01-04,381.760009765625,372.5610046386719,377.1610107421875,381.760009765625,1399059.0,250.6069793701172,UNTR
12,2001-01-05,395.5589904785156,377.1610107421875,377.1610107421875,390.9590148925781,7861147.0,256.64572143554693,UNTR
13,2001-01-08,390.9590148925781,377.1610107421875,390.9590148925781,386.3599853515625,2280129.0,253.626708984375,UNTR
14,2001-01-09,390.9590148925781,381.760009765625,386.3599853515625,386.3599853515625,2279042.0,253.626708984375,UNTR
15,2001-01-10,386.3599853515625,381.760009765625,386.3599853515625,386.3599853515625,1401777.0,253.626708984375,UNTR
16,2001-01-11,381.760009765625,377.1610107421875,377.1610107421875,381.760009765625,1521354.0,250.6069793701172,UNTR
17,2001-01-12,386.3599853515625,377.1610107421875,377.1610107421875,386.3599853515625,789756.0,253.626708984375,UNTR
18,2001-01-15,386.3599853515625,381.760009765625,381.760009765625,386.3599853515625,862590.0,253.626708984375,UNTR
19,2001-01-16,395.5589904785156,381.760009765625,386.3599853515625,395.5589904785156,4495034.0,259.6654052734375,UNTR
20,2001-01-17,395.5589904785156,381.760009765625,395.5589904785156,386.3599853515625,2778551.0,253.626708984375,UNTR
21,2001-01-18,386.3599853515625,381.760009765625,386.3599853515625,386.3599853515625,1058263.0,253.626708984375,UNTR
22,2001-01-19,386.3599853515625,381.760009765625,386.3599853515625,386.3599853515625,2105111.0,253.626708984375,UNTR
23,2001-01-22,390.9590148925781,386.3599853515625,386.3599853515625,390.9590148925781,4389045.0,256.64572143554693,UNTR
24,2001-01-23,390.9590148925781,386.3599853515625,390.9590148925781,390.9590148925781,1128922.0,256.64572143554693,UNTR
25,2001-01-24,390.9590148925781,386.3599853515625,386.3599853515625,390.9590148925781,123926.0,256.64572143554693,UNTR
26,2001-01-25,390.9590148925781,386.3599853515625,386.3599853515625,390.9590148925781,1803449.0,256.64572143554693,UNTR
27,2001-01-26,386.3599853515625,381.760009765625,386.3599853515625,386.3599853515625,5691355.0,253.626708984375,UNTR
28,2001-01-29,381.760009765625,377.1610107421875,381.760009765625,381.760009765625,2942698.0,250.6069793701172,UNTR
29,2001-01-30,390.9590148925781,381.760009765625,381.760009765625,386.3599853515625,2711696.0,253.626708984375,UNTR
30,2001-01-31,400.1579895019531,386.3599853515625,386.3599853515625,400.1579895019531,9440116.0,262.68441772460943,UNTR
31,2001-02-01,400.1579895019531,390.9590148925781,400.1579895019531,400.1579895019531,16602820.0,262.68441772460943,UNTR
32,2001-02-02,455.35198974609375,395.5589904785156,400.1579895019531,446.1530151367188,89705558.0,292.87786865234375,UNTR
33,2001-02-05,473.7510070800781,432.3550109863281,459.9519958496094,436.9540100097656,105050638.0,286.83917236328125,UNTR
34,2001-02-06,436.9540100097656,418.5559997558594,436.9540100097656,427.7550048828125,23369830.0,280.800537109375,UNTR
35,2001-02-07,446.1530151367188,409.3569946289063,423.156005859375,432.3550109863281,48119696.0,283.8201599121094,UNTR
36,2001-02-08,441.5539855957031,427.7550048828125,432.3550109863281,432.3550109863281,26963140.0,283.8201599121094,UNTR
37,2001-02-09,427.7550048828125,418.5559997558594,427.7550048828125,423.156005859375,15995148.0,277.781494140625,UNTR
38,2001-02-12,423.156005859375,418.5559997558594,418.5559997558594,418.5559997558594,4988564.0,274.76181030273443,UNTR
39,2001-02-13,427.7550048828125,418.5559997558594,427.7550048828125,423.156005859375,7976376.0,277.781494140625,UNTR
40,2001-02-14,427.7550048828125,418.5559997558594,418.5559997558594,427.7550048828125,3283495.0,280.800537109375,UNTR
41,2001-02-15,446.1530151367188,427.7550048828125,427.7550048828125,446.1530151367188,26559294.0,292.87786865234375,UNTR
42,2001-02-16,446.1530151367188,423.156005859375,446.1530151367188,427.7550048828125,10807650.0,280.800537109375,UNTR
43,2001-02-19,436.9540100097656,423.156005859375,427.7550048828125,436.9540100097656,8603072.0,286.83917236328125,UNTR
44,2001-02-20,436.9540100097656,432.3550109863281,436.9540100097656,436.9540100097656,4233594.0,286.83917236328125,UNTR
45,2001-02-21,441.5539855957031,432.3550109863281,432.3550109863281,441.5539855957031,15291813.0,289.85882568359375,UNTR
46,2001-02-22,436.9540100097656,432.3550109863281,436.9540100097656,436.9540100097656,1902916.0,286.83917236328125,UNTR
47,2001-02-23,441.5539855957031,436.9540100097656,436.9540100097656,441.5539855957031,5601672.0,289.85882568359375,UNTR
48,2001-02-26,436.9540100097656,427.7550048828125,436.9540100097656,432.3550109863281,4597762.0,283.8201599121094,UNTR
49,2001-02-27,432.3550109863281,427.7550048828125,427.7550048828125,432.3550109863281,4124343.0,283.8201599121094,UNTR
50,2001-02-28,427.7550048828125,418.5559997558594,427.7550048828125,423.156005859375,6157164.0,277.781494140625,UNTR
51,2001-03-01,418.5559997558594,409.3569946289063,413.9570007324219,418.5559997558594,4759192.0,274.76181030273443,UNTR
52,2001-03-02,418.5559997558594,409.3569946289063,418.5559997558594,413.9570007324219,2981833.0,271.74276733398443,UNTR
53,2001-03-06,413.9570007324219,409.3569946289063,413.9570007324219,413.9570007324219,897920.0,271.74276733398443,UNTR
54,2001-03-07,418.5559997558594,409.3569946289063,413.9570007324219,409.3569946289063,3661795.0,268.72314453125,UNTR
